claims|valeur|predicted
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The presidential practice of pardoning a live turkey before Thanksgiving originated with President Harry Truman in 1947.|False|False
Transcript reproduces Michael Richards' defense speech in court after he made racist comments in his comedy act.|Mixed|Mixed
A group of former General Motors workers furtively produced 1957 Chevrolet automobiles on their own for ten years.|False|Mixed
Singer "Mama" Cass Elliot experienced an increase in her vocal range after she was hit in the head by a pipe.|False|False
A spectator at a football game was killed by a flying model lawnmower.|True|False
An episode of 'Alfred Hitchcock Presents' was suppressed for being "too horrifying."|True|False
Photograph shows Barack Obama without his hand over his heart while the U.S. national anthem is being played.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Luck and ill-luck attributed to a variety of gems.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
E-mail compares George W. Bush's eco-friendly ranch with Al Gore's energy-expending mansion.|True|Mixed
A woman who advertised on Craigslist for a rich husband received advice from a potential life partner about 'depreciating assets.'|Mixed|Mixed
During the 2007 Emmy Awards ceremony, actress Kathy Griffin  told Jesus to "suck it" and said that her Emmy was now her God.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
E-mail describes ruse intended to scare away littering Mexican construction workers.|Mixed|Mixed
The 1968 Miss America pageant spawned a decade of bra-burning by feminists as a means of calling attention to their cause.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Mark Twain once asserted "The coldest winter I ever spent was a summer in San Francisco."|False|False
nan|Mixed|Mixed
American president George Bush asked Brazilian president Fernando Cardoso if "Brazil has blacks, too."|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Walmart halted sales of Chinese-made flip-flops after some purchasers reported suffering skin rashes or chemical burns.|Mixed|Mixed
In 1974, Bill Clinton said President Richard Nixon should resign for lying to government officials.|Mixed|False
A video clip shows a seagull snatching a bag of Doritos from a shop.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Boxer Muhammad Ali's refusal to wear a seat belt on a plane spurred an answering quip from a stewardess.|Mixed|Mixed
During his first day as a writer for Disney Studios, Harlan Ellison was fired for jokingly suggesting a "porn Disney flick" be made.|True|False
Disney forced the removal of murals featuring their cartoon figures from the walls of three Florida day care centers.|True|False
A politician's stamp failed to stick because the wrong side was being spit upon.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
E-mail reproduces TMZ article about Duane Martin and Tisha Campbell.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Text transcribes a press conference given by actor and former Marine R. Lee Ermey.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A holiday shopping flier included an anti-Semitic message.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Parkland Memorial Hospital and Illegal Immigrants|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Disney arranged to have himself frozen in cryonic chamber full of liquid nitrogen upon his death,|False|False
A private club (the only place in the park where alcohol is served) is housed in Disneyland's New Orleans Square.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Donald Duck was once banned in Finland because the character doesn't wear pants.|False|Mixed
Photographs show watermelons that have been grown in such a way as to force them into square shapes.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Buddy Ebsen was slated to play the Tin Woodman in the 1939 film version of The Wizard of Oz, but he had to be replaced after the aluminum makeup used with his costume made him gravely ill.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A Star Wars trading card was altered to depict the droid C-3P0 with an oversized penis.|Mixed|False
A viral photograph shows President George W. Bush hugging the daughter of a 9/11 victim.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Video clip shows UFOs over Haiti.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs show a motorcyclist who crashed into the back of a truck.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The federal government provides a much greater monthly allowance to refugees than to retirees.|False|Mixed
A wealthy woman left her entire estate to a man she had met only once, and spent a total of four hours with.|True|Mixed
Woman gives birth to octopus (or lizard, frog, fish, or snake).|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An anti-seat belt law advocate was killed in automobile accident.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Video clip shows a middle-aged woman punching another woman in the mouth.|True|False
Photographs show a pinkish albino bottlenose dolphin.|True|Mixed
Killing praying mantises is illegal in (parts of) the USA.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photograph shows a split tongue body modification with a zipper installed.|False|False
Woman who demands her photo back from her boyfriend receives a box of pictures with instructions to pick hers out and return the rest.|Mixed|Mixed
Certain symbols displayed on the packaging of a variety of grocery items signify that their manufacturers have paid a 'secret tax' to the Jews.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Xylitol, a sugar substitute used in sugar-free gum and other products, can be harmful to dogs.|True|Mixed
Various superstitions associated with playing cards.|Mixed|Mixed
An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.|Mixed|Mixed
The slang police term 'cop' derives from an acronym for the phrase 'constable on patrol.'|False|Mixed
Two armed "illegal aliens" perpetrating a home invasion were killed by an 11-year-old girl with a shotgun.|False|Mixed
Handles of shopping carts are laden with germs.|True|Mixed
Photographs show baby copperhead snakes discovered in a potted plant.|Mixed|Mixed
A letter to the editor suggested that 2007's early start to Daylight Saving Time contributed to global warming.|Mixed|Mixed
A photograph shows Ronald McDonald being carried off by two police officers.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Schools in the UK no longer teach about the Holocaust for fear of offending Muslim students.|False|Mixed
Some travelers may no longer be able to use their driver's licenses to board airplanes after 1 October 2020 due to the REAL ID Act.|True|Mixed
A photograph shows Hercules, the world's biggest dog.|False|False
Johns Hopkins Hospital issued a "cancer update" detailing how cancer spreads and recommending methods for treating the disease.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Man who uses a Taser stun gun on himself describes the experience.|Mixed|Mixed
A child who wrote to God about her deceased pet received a kind letter and a book to help her with her bereavement in response.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
List reproduces various statements made by Hillary Clinton.|Mixed|Mixed
Photographs show a new joystick-controlled Mercedes-Benz SCL600 automobile.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A teacher's ad hoc class assignment is kept and treasured by her students.|True|Mixed
The Baby Ruth candy bar was named after Ruth Cleveland (daughter of U.S. President Grover Cleveland), not Babe Ruth.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
You can tell which day a loaf of bread was baked by the color of its plastic twist tag.|Mixed|Mixed
A photograph shows a moose harnessed to haul timber.|False|False
List details five little-known but useful functions associated with cell phones.|Mixed|Mixed
Photographs show a truck that crashed through a highway barrier and skirted a culvert on the edge of a cliff.|True|False
The ingestion of raisins or grapes can produce acute renal failure in dogs.|Mixed|Mixed
Mules were shot during the filming of the bridge scene in the 1970 motion picture 'Patton.'|Mixed|False
Images document an employee whose hands caught on fire when he lit a cigarette after using a hand sanitizer product.|Mixed|False
Actress Catherine Bell correctly predicted the results of the 2002 Super Bowl prior to the start of the 2001 NFL season.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A sheriff attributed a suspect's being shot 68 times to "that's all  the bullets we had."|True|False
Rubbing lip balm on a Scantron test sheet will produce a perfect score.|False|Mixed
In Canada, Santa's postal code is H0H 0H0.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
You should avoid eating green potatoes because they are poisonous.|Mixed|False
A notice from the IRS indicates the recipient is eligible for a tax refund.|Mixed|Mixed
The artificial sweetener aspartame was originally developed as an ant poison.|False|False
The Canada Dry beverage company got its name because it produced alcohol-free beverages during Prohibition.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The numbers recommended by a fortune cookie resulted in a lottery win.|True|Mixed
Radio stations shunned the Diamond Rio song "In God We Still Trust" because of its religious subject matter.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs show a cactus vent cover resembling an extended middle finger installed by a homeowner to get back at his neighbors.|True|Mixed
Photograph shows a C-130 transport dropping anti-missile flares.|True|False
A photograph taken by the Hubble Space Telescope shows a nebula dubbed the 'Eye of God.'|Mixed|False
A photograph shows an overhead view of shadows cast by camels in the desert.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs show the discovery of mermaid-like sea creature.|False|False
Woman takes revenge on her cheating husband by advertising his infidelities on a billboard.|False|False
Woman takes revenge on her cheating husband by advertising his infidelities on a billboard.|False|False
The Creedence Clearwater Revival song "Fortunate Son" was inspired by Al Gore, Jr.|False|Mixed
Experiment proves water that has been boiled in a microwave oven is harmful to plants.|False|False
The purpose of the 'crash' or 'brace' position in airliners is to kill passengers quickly in the event of an crash, or to preserve their remains so as to make identification of bodies easier.|False|False
A circus dwarf bounced sideways off a trampoline and was swallowed by a hippopotamus.|False|Mixed
Swabbing ticks with liquid soap is a recommended and effective method for removing them.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A discount store chain threatened to bar a family from shopping at one of their stores due to the husband's pranking.|False|False
Mickey Mantle sent a crude response when Yankees publicity officials asked him to describe his "outstanding event" at Yankee Stadium.|True|Mixed
A child who drank sour candy spray experienced throat spasms.|Mixed|Mixed
An article listed senators who "voted to give 'illegal aliens' Social Security benefits."|Mixed|Mixed
Jaleel White, who portrayed Steve Urkel on the television sitcom "Family Matters," committed suicide in 2006.|False|False
A mother tiger at a California zoo nursed a group of piglets after her own cubs died.|Mixed|False
Photographs show a townhouse filled with 70,000 discarded beer cans and boxes.|True|Mixed
A 13-year-old Philadelphia girl named Ashley Flores is missing.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A listing provides accurate statistics about the number and costs of undocumented immigrants in Los Angeles County.|Mixed|Mixed
Hydrogen peroxide will cure a variety of ailments.|Mixed|Mixed
Australian Prime Minister Julia Gillard made a speech encouraging Muslims should leave Australia.|Mixed|Mixed
Ulysses S. Grant once handed out an exploding cigar that paid off decades later.|Mixed|Mixed
Video clip shows an elephant painting a picture of an elephant.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The contents of a few cans of frozen shaving cream will, when thawed, expand to fill an automobile.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A photograph shows a Florida license plate that coincidentally spells out a risqué phrase.|True|False
A list collects comments made in the year 1955.|False|Mixed
An illustration from a withdrawn Yellow Pages ad reveals a risqué image when a portion of it is viewed upside-down.|True|Mixed
A student in Russia named Valentin Mikhaylin needs your financial assistance to heat his apartment, buy food, and provide medical care for his ailing mother.|Mixed|Mixed
Every season, whenever the last remaining undefeated NFL team lost its first game, all the surviving members of the 1972 Miami Dolphins opened bottles of champagne in celebration.|False|False
A man soared three miles above Los Angeles in an "aircraft" consisting of an aluminum lawn chair tethered to helium weather balloons.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Flashing your car's high beams at a traffic signal will cause it to change from red to green more quickly.|False|Mixed
A video clip shows a meteorite striking a pickup truck in the desert.|False|False
A list of safety tips offers effective counters to being victimized in random violent crimes.|Mixed|Mixed
The ACLU objected to a U.S. Marine prayer session because it constituted "federal employees praying on federal property and on federal time."|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Mysterious white powdery substance on a football field is revealed to be the goal line.|False|False
List details changes made to the Social Security system over the years.|Mixed|Mixed
Bodies of suicide victims have been mistaken for Halloween decorations.|True|False
Comedian George Carlin authored a list of "hurricane rules."|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A university medical school will pay you upwards of $50,000 for the donation of a testicle.|False|Mixed
Coca-Cola came to be bottled when a stranger sold a remarkable two-word idea to the company: "Bottle it."|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
